num_personas,destino,origen,minuto_llegada
126,4,1,35
129,1,7,35
135,8,6,35
146,5,2,35
149,2,9,35
150,13,11,35
155,13,9,35
157,15,10,35
175,1,6,35
177,2,5,35
179,12,2,35
180,7,6,35
180,14,5,35
186,12,8,35
196,4,8,35
197,7,13,35
200,7,11,35
8,12,13,36
14,5,3,36
15,1,9,36
20,11,3,36
25,1,12,36
28,10,7,36
33,2,6,36
36,2,15,36
43,12,12,36
48,5,9,36
57,4,5,36
64,1,1,36
70,4,9,36
71,1,8,36
75,9,9,36
79,12,15,36
80,11,7,36
88,11,14,36
91,11,12,36
93,2,10,36
93,14,2,36
103,3,15,36
106,3,11,36
108,1,12,36
109,11,4,36
122,14,10,36
125,5,1,36
126,11,8,36
136,11,13,36
151,12,12,36
159,9,3,36
161,1,5,36
170,3,15,36
172,8,4,36
173,8,3,36
177,15,5,36
179,10,4,36
181,9,11,36
184,4,2,36
188,12,11,36
190,12,3,36
191,10,6,36
194,13,10,36
199,9,3,36
11,12,12,37
11,1,13,37
16,2,2,37
21,4,5,37
30,5,1,37
33,11,14,37
36,3,12,37
40,4,11,37
41,13,10,37
42,7,8,37
48,4,11,37
49,15,7,37
51,14,10,37
71,5,11,37
77,7,13,37
83,10,15,37
86,10,7,37
98,14,15,37
99,6,14,37
105,13,10,37
109,6,9,37
116,3,14,37
124,11,14,37
128,8,2,37
128,9,11,37
132,8,2,37
136,4,5,37
140,9,14,37
143,6,7,37
153,4,13,37
154,7,11,37
155,14,1,37
158,3,9,37
165,14,14,37
166,8,14,37
168,6,13,37
172,11,2,37
180,11,8,37
184,9,12,37
186,4,1,37
188,2,6,37
196,10,2,37
8,7,2,38
28,12,1,38
32,10,13,38
33,3,8,38
33,15,10,38
34,5,9,38
35,12,7,38
47,10,10,38
48,7,13,38
58,6,2,38
67,3,1,38
74,12,3,38
75,4,11,38
86,8,10,38
90,7,8,38
96,12,12,38
98,9,5,38
113,3,7,38
129,1,6,38
131,8,11,38
131,10,7,38
134,7,6,38
136,1,6,38
137,4,4,38
140,14,4,38
141,9,2,38
147,15,10,38
151,11,11,38
154,2,15,38
158,8,1,38
159,10,4,38
174,2,10,38
175,1,13,38
179,3,6,38
184,9,13,38
187,8,6,38
189,10,6,38
191,3,2,38
194,13,7,38
196,7,4,38
1,15,1,39
10,12,4,39
13,9,9,39
15,10,13,39
21,9,6,39
27,1,11,39
28,3,2,39
37,13,2,39
45,7,14,39
54,3,8,39
63,1,15,39
63,5,15,39
63,7,5,39
72,14,10,39
72,9,8,39
75,1,6,39
77,3,3,39
78,4,11,39
79,12,12,39
82,14,3,39
86,11,14,39
86,9,1,39
97,13,1,39
105,8,4,39
107,13,15,39
108,3,4,39
115,10,14,39
115,13,6,39
128,10,3,39
131,1,10,39
133,4,2,39
137,12,11,39
164,4,1,39
176,7,1,39
176,10,4,39
178,6,14,39
181,1,13,39
181,1,12,39
182,10,5,39
187,2,11,39
188,8,14,39
199,6,10,39
1,14,4,40
1,7,4,40
3,15,1,40
5,5,7,40
6,13,3,40
7,8,7,40
9,9,12,40
14,13,10,40
16,12,4,40
17,7,12,40
17,2,10,40
18,7,2,40
20,6,14,40
32,2,10,40
39,14,6,40
47,2,8,40
53,7,11,40
54,1,10,40
56,11,2,40
57,11,3,40
58,4,8,40
58,9,15,40
61,6,7,40
62,5,6,40
66,15,2,40
70,11,14,40
95,3,3,40
96,7,5,40
100,1,7,40
105,11,12,40
109,1,9,40
111,5,1,40
113,5,5,40
115,4,4,40
116,13,8,40
117,5,1,40
121,14,3,40
123,9,15,40
125,14,15,40
128,4,14,40
129,2,13,40
131,3,12,40
132,2,7,40
133,4,4,40
136,11,15,40
143,2,3,40
144,13,15,40
145,4,9,40
157,14,14,40
159,11,5,40
162,10,5,40
168,7,14,40
169,13,3,40
172,11,3,40
179,14,5,40
187,11,13,40
190,6,1,40
191,7,5,40
195,3,1,40
196,8,9,40
4,7,14,41
6,13,7,41
7,4,5,41
7,2,14,41
11,8,14,41
12,7,13,41
13,8,10,41
18,14,10,41
19,6,2,41
23,1,6,41
24,13,14,41
27,4,1,41
33,6,6,41
36,7,3,41
42,4,4,41
66,14,7,41
68,14,3,41
70,3,11,41
72,6,2,41
81,7,9,41
85,4,3,41
90,11,1,41
90,3,2,41
91,4,4,41
92,15,13,41
95,7,8,41
97,6,12,41
104,2,9,41
107,3,4,41
117,12,10,41
117,11,13,41
117,2,6,41
120,15,12,41
120,4,8,41
122,12,15,41
127,13,3,41
130,12,1,41
132,12,9,41
133,6,15,41
133,12,1,41
141,4,13,41
146,6,12,41
148,1,6,41
148,1,1,41
152,7,2,41
160,9,5,41
165,1,10,41
171,12,7,41
174,12,7,41
177,11,14,41
178,5,15,41
180,4,3,41
183,15,1,41
186,15,7,41
186,1,13,41
188,15,9,41
191,9,3,41
196,4,6,41
2,14,1,42
2,10,11,42
7,1,9,42
17,14,14,42
20,6,10,42
21,7,15,42
22,10,3,42
25,12,2,42
26,9,1,42
29,11,12,42
30,6,3,42
31,2,11,42
36,12,7,42
37,9,15,42
37,11,8,42
45,7,8,42
48,12,11,42
48,15,5,42
52,9,2,42
52,7,2,42
54,5,3,42
55,8,6,42
56,1,15,42
66,4,7,42
69,1,14,42
75,13,15,42
75,11,1,42
83,5,14,42
86,8,15,42
88,9,4,42
90,13,12,42
118,14,3,42
126,2,13,42
128,7,2,42
128,6,14,42
131,6,14,42
131,5,14,42
136,6,9,42
137,12,3,42
142,13,11,42
145,8,3,42
149,12,7,42
151,11,7,42
157,7,10,42
162,3,14,42
168,9,6,42
169,11,7,42
177,9,11,42
178,4,1,42
180,11,15,42
181,4,13,42
183,15,7,42
190,7,6,42
192,5,13,42
198,4,2,42
199,7,3,42
3,12,3,43
5,3,6,43
10,1,8,43
11,4,13,43
15,6,12,43
15,13,5,43
18,8,10,43
33,10,15,43
36,5,5,43
47,14,12,43
53,7,7,43
60,5,6,43
62,13,15,43
63,6,4,43
65,6,11,43
70,4,11,43
75,6,6,43
84,13,14,43
84,13,7,43
85,6,13,43
89,15,10,43
89,4,3,43
92,14,4,43
95,3,2,43
97,8,9,43
98,12,1,43
104,15,8,43
120,5,11,43
129,6,7,43
130,2,9,43
131,2,14,43
143,1,12,43
147,15,12,43
148,13,6,43
148,4,11,43
159,11,13,43
161,2,14,43
163,6,6,43
166,8,4,43
167,8,9,43
167,3,2,43
168,12,8,43
169,11,1,43
171,14,4,43
172,9,3,43
189,2,1,43
190,5,5,43
1,9,13,44
12,3,15,44
14,1,2,44
15,9,10,44
21,12,13,44
21,15,8,44
23,1,5,44
26,4,8,44
27,12,4,44
27,15,4,44
29,14,7,44
30,13,7,44
31,9,3,44
40,15,6,44
42,12,3,44
53,15,8,44
58,3,4,44
61,8,6,44
66,1,4,44
71,8,3,44
72,4,7,44
74,14,9,44
75,6,4,44
75,1,5,44
80,7,6,44
86,3,13,44
86,10,8,44
87,14,13,44
98,7,3,44
99,2,4,44
102,7,13,44
105,13,12,44
107,10,5,44
108,14,13,44
113,6,14,44
113,11,4,44
118,14,6,44
123,12,8,44
124,1,13,44
126,6,12,44
127,8,3,44
128,7,14,44
129,3,8,44
135,4,14,44
144,3,11,44
147,13,4,44
152,5,4,44
157,5,11,44
162,3,4,44
179,13,6,44
180,2,3,44
184,1,12,44
192,1,7,44
193,13,12,44
195,3,6,44
1,3,4,45
14,5,11,45
17,11,10,45
22,3,4,45
30,2,5,45
30,8,10,45
34,10,6,45
37,5,14,45
41,9,8,45
41,6,3,45
44,2,15,45
44,14,11,45
48,7,11,45
76,10,1,45
80,14,12,45
82,10,7,45
82,2,6,45
89,3,3,45
90,2,10,45
93,1,14,45
95,9,2,45
106,14,3,45
108,8,7,45
124,12,9,45
128,13,4,45
132,11,6,45
136,9,10,45
137,1,5,45
149,5,11,45
151,12,13,45
155,1,6,45
155,11,5,45
162,12,9,45
166,13,4,45
173,13,5,45
182,7,2,45
186,1,10,45
189,2,13,45
190,1,10,45
191,7,1,45
192,15,1,45
1,7,4,46
2,13,3,46
2,15,8,46
3,9,3,46
6,15,4,46
11,2,5,46
12,3,10,46
26,4,11,46
27,14,15,46
28,10,7,46
28,5,3,46
31,5,15,46
32,8,9,46
34,7,7,46
35,7,7,46
44,14,9,46
45,2,10,46
46,14,2,46
50,8,15,46
51,9,8,46
51,7,6,46
57,8,3,46
66,6,6,46
67,1,2,46
70,12,15,46
78,7,5,46
81,5,14,46
82,9,10,46
89,5,11,46
93,2,8,46
101,15,13,46
101,9,9,46
106,13,3,46
107,1,3,46
107,4,14,46
108,5,8,46
108,8,14,46
118,12,5,46
131,12,12,46
132,9,15,46
136,15,3,46
140,7,2,46
144,13,2,46
145,13,7,46
146,7,12,46
154,8,3,46
155,12,15,46
161,4,14,46
162,6,15,46
163,14,15,46
178,9,7,46
180,12,7,46
189,1,2,46
189,6,11,46
193,2,10,46
197,3,9,46
1,5,2,47
5,3,11,47
6,7,13,47
7,2,5,47
7,6,10,47
7,4,3,47
10,10,5,47
15,2,1,47
17,6,11,47
30,11,3,47
33,15,3,47
37,4,10,47
42,14,12,47
46,6,15,47
56,6,1,47
57,15,4,47
59,6,1,47
60,3,1,47
66,4,13,47
69,10,13,47
70,6,5,47
88,7,14,47
112,2,9,47
113,12,9,47
116,6,3,47
122,3,6,47
128,13,1,47
142,12,14,47
144,13,4,47
144,4,8,47
144,4,1,47
146,5,15,47
150,15,9,47
151,11,2,47
154,6,15,47
158,14,8,47
162,8,6,47
163,9,6,47
169,3,5,47
176,9,10,47
181,10,10,47
189,4,12,47
189,12,2,47
191,4,9,47
191,2,10,47
198,12,13,47
198,2,7,47
3,9,13,48
3,1,15,48
4,11,3,48
7,15,12,48
9,6,13,48
24,14,13,48
29,10,3,48
34,8,12,48
44,2,6,48
46,11,4,48
59,6,7,48
60,10,6,48
60,4,8,48
68,12,2,48
70,4,8,48
71,13,2,48
74,12,12,48
80,11,13,48
80,2,12,48
81,9,15,48
83,11,1,48
84,5,13,48
87,3,7,48
90,13,5,48
95,6,13,48
98,4,12,48
100,4,3,48
101,12,4,48
114,15,2,48
116,9,1,48
117,14,2,48
130,1,9,48
134,4,10,48
140,15,8,48
144,4,2,48
152,11,10,48
153,6,7,48
163,6,1,48
165,8,9,48
175,14,5,48
175,13,12,48
176,4,5,48
179,1,10,48
180,7,6,48
186,14,14,48
189,3,4,48
194,10,15,48
196,11,15,48
1,1,14,49
3,15,15,49
6,13,14,49
10,1,7,49
11,9,5,49
26,5,14,49
38,6,1,49
44,2,1,49
48,14,15,49
54,8,11,49
55,12,11,49
60,14,1,49
61,7,8,49
62,6,5,49
69,9,14,49
75,12,5,49
76,14,15,49
78,10,10,49
88,5,2,49
89,2,11,49
91,2,1,49
95,12,4,49
98,14,11,49
106,15,10,49
107,11,12,49
107,6,3,49
112,3,8,49
113,12,5,49
114,11,10,49
115,1,7,49
117,15,5,49
118,14,1,49
125,15,5,49
128,6,11,49
130,14,5,49
134,7,4,49
135,12,12,49
139,8,7,49
139,8,6,49
154,7,4,49
159,4,7,49
160,9,7,49
175,10,12,49
176,5,8,49
183,9,10,49
186,8,6,49
188,13,13,49
188,6,8,49
189,4,12,49
190,1,8,49
196,3,9,49
197,15,10,49
200,12,9,49
2,1,3,50
2,10,12,50
11,11,5,50
13,14,4,50
16,12,10,50
24,4,10,50
25,9,4,50
25,3,9,50
31,9,5,50
41,6,2,50
41,4,14,50
42,13,12,50
48,13,10,50
54,13,12,50
58,9,2,50
62,13,13,50
71,2,6,50
73,1,2,50
73,1,13,50
74,1,2,50
79,1,10,50
80,6,14,50
83,4,13,50
92,14,6,50
97,7,6,50
104,5,7,50
109,12,12,50
114,2,13,50
117,8,14,50
118,8,11,50
123,8,13,50
124,10,4,50
130,7,6,50
134,2,3,50
139,12,10,50
141,11,10,50
147,8,13,50
151,10,3,50
156,15,2,50
157,8,7,50
169,10,9,50
172,4,8,50
179,10,10,50
179,3,12,50
183,14,1,50
187,8,5,50
189,11,7,50
192,4,5,50
1,11,14,51
3,12,13,51
10,5,10,51
12,9,10,51
14,14,2,51
22,6,1,51
23,3,12,51
25,3,11,51
35,2,12,51
35,4,13,51
35,6,13,51
37,5,2,51
37,14,10,51
42,6,4,51
54,9,12,51
57,14,4,51
60,6,9,51
66,4,2,51
68,14,7,51
69,10,4,51
69,4,2,51
70,1,6,51
76,13,13,51
78,5,3,51
81,14,11,51
101,13,4,51
101,13,10,51
102,3,9,51
102,9,5,51
106,15,10,51
108,8,1,51
111,15,8,51
124,4,12,51
132,2,4,51
136,15,8,51
146,10,9,51
149,10,10,51
151,11,8,51
153,9,7,51
156,13,8,51
160,13,6,51
161,1,9,51
162,12,9,51
162,6,11,51
171,4,11,51
177,8,3,51
178,13,9,51
182,13,8,51
182,7,11,51
183,10,3,51
185,5,4,51
186,12,10,51
187,10,7,51
190,2,11,51
196,15,3,51
198,13,11,51
199,7,4,51
200,13,11,51
5,3,15,52
16,8,10,52
39,13,10,52
43,6,3,52
46,14,4,52
51,5,5,52
55,12,12,52
58,2,14,52
62,10,4,52
70,4,3,52
70,6,15,52
72,9,4,52
79,5,5,52
81,10,8,52
81,13,12,52
83,8,1,52
92,15,13,52
94,11,15,52
96,7,14,52
98,2,3,52
100,7,13,52
102,12,1,52
105,15,14,52
116,2,13,52
119,9,7,52
126,6,10,52
128,13,13,52
129,11,1,52
131,15,11,52
134,14,3,52
135,14,15,52
136,9,7,52
136,3,10,52
136,12,10,52
137,3,11,52
142,14,2,52
146,4,13,52
154,7,9,52
154,5,13,52
155,4,7,52
160,15,8,52
162,15,11,52
173,8,8,52
180,6,3,52
182,14,9,52
193,2,4,52
2,3,6,53
8,8,8,53
9,12,8,53
12,9,15,53
12,10,1,53
15,11,3,53
19,4,4,53
20,2,11,53
21,5,9,53
31,15,13,53
34,13,8,53
40,1,9,53
46,10,7,53
54,10,1,53
56,9,13,53
59,5,5,53
59,1,7,53
64,2,9,53
65,12,8,53
66,2,1,53
71,7,5,53
72,13,9,53
76,12,12,53
79,11,14,53
85,10,10,53
90,9,5,53
90,3,5,53
92,7,5,53
92,8,7,53
95,15,7,53
96,3,15,53
101,5,11,53
102,11,9,53
103,14,13,53
106,13,13,53
107,8,8,53
109,1,3,53
127,15,3,53
131,10,11,53
135,8,9,53
136,9,10,53
140,9,8,53
140,11,4,53
141,15,3,53
156,7,6,53
163,2,3,53
167,15,3,53
174,13,5,53
179,5,11,53
181,6,6,53
185,1,10,53
191,8,5,53
198,3,8,53
199,1,7,53
3,8,13,54
3,1,6,54
5,11,5,54
5,1,2,54
8,5,4,54
11,7,10,54
21,11,5,54
22,4,11,54
27,2,12,54
28,15,6,54
29,14,3,54
32,3,14,54
33,8,6,54
39,2,6,54
43,10,2,54
43,7,14,54
52,2,11,54
65,2,2,54
72,6,14,54
74,2,6,54
77,7,12,54
78,11,14,54
86,7,4,54
94,15,13,54
95,3,14,54
98,14,14,54
103,14,2,54
106,13,3,54
117,6,5,54
119,5,13,54
121,12,3,54
121,3,14,54
126,11,4,54
128,3,11,54
128,12,4,54
133,5,8,54
138,15,1,54
144,12,10,54
145,7,3,54
146,12,11,54
149,3,1,54
151,7,13,54
153,8,3,54
154,2,8,54
156,7,8,54
165,3,1,54
177,15,8,54
177,10,9,54
178,11,13,54
183,6,4,54
183,3,6,54
186,7,15,54
4,2,7,55
6,8,6,55
7,7,2,55
10,12,2,55
12,2,10,55
14,7,3,55
18,6,8,55
18,5,8,55
27,7,15,55
31,10,14,55
34,14,13,55
34,15,13,55
48,2,2,55
54,8,1,55
56,12,12,55
65,1,12,55
66,8,7,55
69,12,4,55
69,11,11,55
74,13,7,55
80,11,4,55
88,13,7,55
92,7,7,55
99,10,10,55
99,15,6,55
110,7,6,55
113,11,7,55
117,8,4,55
118,8,11,55
119,4,6,55
125,6,7,55
129,13,13,55
142,3,6,55
143,9,5,55
144,13,9,55
147,3,4,55
154,10,3,55
155,1,3,55
161,15,9,55
163,15,5,55
165,13,4,55
172,15,8,55
181,8,15,55
182,5,10,55
187,13,12,55
193,6,13,55
196,5,9,55
198,14,1,55
2,11,13,56
6,5,9,56
19,10,8,56
22,2,5,56
42,13,10,56
47,15,8,56
50,6,7,56
54,5,9,56
56,14,5,56
59,12,13,56
61,10,12,56
65,10,10,56
65,6,13,56
68,11,7,56
68,15,9,56
69,5,12,56
75,2,8,56
77,8,1,56
78,3,1,56
85,5,8,56
86,11,8,56
87,9,1,56
90,12,1,56
95,14,2,56
96,10,3,56
96,12,2,56
112,5,5,56
119,10,9,56
122,8,10,56
123,5,10,56
124,15,5,56
143,6,6,56
149,12,2,56
150,4,2,56
156,5,4,56
159,3,2,56
165,9,15,56
169,3,15,56
176,8,10,56
178,13,6,56
180,7,2,56
192,7,1,56
197,12,5,56
198,12,3,56
198,6,7,56
199,6,1,56
5,7,1,57
6,2,15,57
10,7,9,57
11,3,3,57
14,3,3,57
14,9,15,57
15,12,6,57
15,12,7,57
16,12,11,57
17,7,1,57
23,1,5,57
23,13,3,57
29,14,5,57
31,11,3,57
33,10,14,57
41,5,6,57
55,15,6,57
55,15,14,57
56,1,9,57
58,13,2,57
62,2,4,57
69,13,1,57
80,1,13,57
83,1,3,57
95,4,9,57
96,11,1,57
100,12,8,57
100,14,3,57
114,10,11,57
114,4,5,57
118,2,2,57
119,1,2,57
126,11,1,57
128,4,5,57
134,8,8,57
136,1,1,57
137,10,10,57
138,9,13,57
139,1,13,57
143,5,7,57
149,15,3,57
154,5,1,57
157,3,15,57
160,5,3,57
169,14,9,57
170,2,12,57
171,15,2,57
174,4,11,57
175,7,1,57
176,10,6,57
179,6,15,57
181,13,13,57
185,6,8,57
187,15,13,57
189,3,4,57
193,2,13,57
195,4,8,57
196,9,13,57
4,7,2,58
10,15,2,58
10,6,10,58
10,13,3,58
16,7,4,58
26,1,14,58
45,2,9,58
49,12,11,58
53,7,10,58
53,3,10,58
72,7,14,58
77,3,10,58
82,3,5,58
83,8,5,58
86,7,4,58
87,11,6,58
89,6,14,58
91,8,8,58
91,5,7,58
91,15,3,58
96,13,9,58
105,2,6,58
106,3,3,58
114,2,2,58
115,11,6,58
122,3,6,58
122,8,3,58
124,14,14,58
126,8,2,58
139,8,13,58
140,15,13,58
143,8,15,58
144,6,7,58
144,10,3,58
145,11,11,58
145,12,4,58
146,1,14,58
156,15,3,58
161,3,9,58
165,12,9,58
173,11,15,58
184,6,10,58
187,10,9,58
188,10,11,58
189,9,5,58
189,5,14,58
194,11,11,58
194,6,15,58
195,13,3,58
197,12,10,58
2,12,2,59
3,15,9,59
5,9,10,59
6,12,5,59
12,7,4,59
18,6,8,59
23,12,9,59
23,10,10,59
27,14,6,59
29,3,4,59
30,14,10,59
32,3,1,59
33,5,5,59
53,4,2,59
54,5,8,59
61,4,11,59
73,12,10,59
74,9,9,59
74,2,12,59
77,13,13,59
80,6,2,59
86,15,7,59
89,1,8,59
92,5,4,59
105,3,4,59
106,13,3,59
106,11,13,59
115,10,4,59
118,1,12,59
120,1,3,59
120,12,6,59
122,6,14,59
122,14,2,59
137,7,15,59
144,13,7,59
154,11,4,59
166,10,10,59
170,13,6,59
186,12,8,59
189,4,14,59
191,11,6,59
8,3,14,60
12,6,1,60
22,10,13,60
23,7,7,60
23,1,5,60
24,4,14,60
37,15,8,60
38,5,8,60
40,8,5,60
47,4,12,60
50,13,3,60
53,2,12,60
53,2,5,60
56,1,13,60
56,8,7,60
66,7,1,60
68,12,5,60
69,4,6,60
80,7,10,60
95,2,4,60
95,4,8,60
98,7,12,60
98,7,12,60
108,15,4,60
110,1,12,60
113,15,1,60
123,11,13,60
137,6,15,60
139,13,8,60
140,9,7,60
140,9,4,60
144,1,10,60
144,2,8,60
153,4,3,60
156,10,11,60
158,5,3,60
173,8,6,60
182,14,4,60
191,12,2,60
191,9,3,60
194,11,14,60
2,12,14,61
7,9,15,61
7,14,11,61
15,1,13,61
18,2,2,61
32,4,1,61
34,12,14,61
35,11,11,61
46,3,10,61
52,10,8,61
68,10,13,61
69,13,6,61
82,11,15,61
85,5,9,61
100,15,5,61
105,7,11,61
117,8,2,61
118,12,14,61
123,15,15,61
127,7,5,61
133,7,1,61
134,14,6,61
138,15,8,61
140,9,7,61
142,1,2,61
146,15,8,61
146,11,2,61
154,7,11,61
167,8,7,61
173,8,9,61
177,8,3,61
187,12,15,61
187,5,7,61
190,6,13,61
195,13,9,61
195,6,12,61
197,3,1,61
1,6,1,62
3,11,15,62
6,14,9,62
15,13,4,62
17,8,2,62
21,12,15,62
21,10,7,62
24,15,8,62
26,15,8,62
28,2,3,62
36,15,12,62
41,11,1,62
47,3,10,62
50,4,2,62
53,12,14,62
62,2,5,62
62,1,4,62
64,6,11,62
68,15,15,62
70,8,12,62
73,2,15,62
84,12,12,62
93,11,11,62
93,1,12,62
95,3,14,62
97,12,4,62
104,13,10,62
104,10,1,62
118,13,5,62
126,9,13,62
129,9,8,62
132,13,10,62
133,1,4,62
144,12,10,62
164,4,6,62
168,6,7,62
168,6,11,62
175,10,11,62
178,11,5,62
187,8,10,62
190,4,8,62
191,5,10,62
16,14,12,63
20,10,15,63
23,9,9,63
29,7,12,63
33,6,14,63
38,13,4,63
44,13,10,63
47,3,15,63
48,9,15,63
48,2,10,63
54,2,9,63
55,4,9,63
56,4,2,63
60,8,10,63
60,7,10,63
63,14,2,63
69,9,11,63
69,11,10,63
73,12,2,63
78,8,4,63
81,1,9,63
86,9,7,63
87,11,12,63
88,6,10,63
106,13,3,63
114,2,14,63
118,12,14,63
119,6,15,63
126,5,4,63
129,8,7,63
131,7,1,63
134,5,13,63
143,10,3,63
144,9,9,63
146,7,2,63
147,14,6,63
163,13,1,63
171,12,9,63
174,5,6,63
178,12,2,63
186,9,13,63
191,1,6,63
195,9,8,63
12,10,1,64
12,1,4,64
14,13,11,64
15,8,1,64
16,9,5,64
19,13,5,64
20,6,9,64
22,8,10,64
26,4,6,64
27,6,2,64
27,2,8,64
30,6,5,64
34,9,9,64
40,3,12,64
40,2,7,64
43,4,2,64
48,15,1,64
51,6,13,64
59,14,1,64
66,4,5,64
70,7,9,64
77,1,6,64
78,3,11,64
81,2,15,64
87,3,12,64
97,13,2,64
99,15,11,64
99,7,1,64
101,4,7,64
117,3,1,64
120,3,15,64
127,13,4,64
127,10,3,64
128,5,8,64
132,11,9,64
138,5,11,64
141,9,14,64
142,1,5,64
147,8,4,64
155,14,6,64
157,12,11,64
168,10,5,64
172,2,12,64
174,14,8,64
175,6,15,64
178,1,8,64
180,5,14,64
186,5,10,64
187,5,4,64
188,3,1,64
192,2,9,64
2,9,9,65
3,5,7,65
11,1,7,65
14,9,6,65
21,10,14,65
23,15,3,65
30,3,15,65
36,14,3,65
38,4,1,65
44,14,2,65
51,1,7,65
56,13,11,65
63,4,15,65
76,12,2,65
91,3,2,65
91,9,6,65
95,10,14,65
103,11,7,65
109,14,2,65
134,8,13,65
135,10,6,65
138,6,1,65
144,5,7,65
146,12,6,65
151,8,15,65
154,8,5,65
155,5,8,65
156,8,14,65
158,6,7,65
158,1,3,65
164,3,7,65
165,15,7,65
165,15,14,65
175,14,10,65
177,3,13,65
183,8,4,65
188,10,9,65
192,2,7,65
194,3,6,65
195,3,10,65
197,2,4,65
7,1,12,66
13,7,6,66
23,8,1,66
24,10,13,66
25,11,6,66
35,14,1,66
37,3,5,66
43,4,15,66
44,1,8,66
45,10,5,66
50,12,14,66
53,11,4,66
62,4,15,66
62,5,4,66
63,2,7,66
68,15,5,66
72,10,10,66
80,14,3,66
86,3,15,66
96,9,13,66
102,13,12,66
106,6,9,66
107,4,15,66
112,6,1,66
114,2,3,66
117,12,5,66
118,11,9,66
123,4,2,66
124,4,3,66
124,2,10,66
126,4,7,66
130,6,15,66
131,9,8,66
132,10,1,66
139,7,5,66
149,1,1,66
153,12,11,66
156,11,7,66
161,4,12,66
162,9,5,66
165,3,13,66
166,9,10,66
168,12,2,66
171,9,14,66
176,1,7,66
185,4,13,66
191,15,2,66
196,2,12,66
199,7,8,66
200,7,15,66
1,13,3,67
2,7,14,67
3,1,11,67
5,5,6,67
16,15,10,67
17,9,11,67
18,11,4,67
21,10,11,67
22,10,9,67
28,11,8,67
29,1,4,67
30,4,8,67
32,8,3,67
37,7,15,67
37,6,11,67
44,10,3,67
47,14,7,67
58,10,12,67
60,4,14,67
61,5,15,67
61,5,13,67
64,4,3,67
66,11,6,67
68,13,3,67
68,14,13,67
74,1,4,67
78,7,8,67
82,15,15,67
82,11,10,67
95,3,9,67
97,1,7,67
103,13,7,67
110,4,12,67
116,11,9,67
117,2,14,67
121,2,11,67
122,8,4,67
122,6,6,67
123,12,1,67
125,10,10,67
126,14,10,67
130,4,13,67
133,15,14,67
142,12,1,67
145,10,10,67
147,9,1,67
152,11,5,67
155,14,15,67
156,3,13,67
163,15,9,67
164,13,1,67
173,6,4,67
173,7,4,67
173,2,8,67
183,7,15,67
184,1,12,67
185,10,15,67
187,9,7,67
192,4,3,67
194,9,13,67
2,7,5,68
3,5,14,68
6,3,15,68
14,9,4,68
15,12,5,68
21,8,6,68
22,12,3,68
31,10,8,68
36,5,7,68
37,3,1,68
43,8,5,68
52,15,3,68
54,8,8,68
56,8,13,68
58,4,13,68
60,14,11,68
62,6,6,68
68,15,10,68
69,15,6,68
70,7,11,68
72,1,5,68
78,1,11,68
78,13,1,68
81,13,12,68
81,4,8,68
83,7,6,68
85,5,11,68
86,8,11,68
92,6,10,68
97,15,9,68
103,9,11,68
107,15,4,68
107,15,6,68
116,13,2,68
119,9,15,68
127,6,13,68
150,5,6,68
153,13,7,68
165,3,4,68
165,13,7,68
165,14,13,68
166,12,10,68
185,14,15,68
188,6,13,68
190,15,12,68
194,12,9,68
2,7,8,69
3,2,2,69
7,3,14,69
12,2,10,69
16,14,15,69
17,4,9,69
20,1,6,69
25,6,3,69
26,13,5,69
29,3,15,69
34,1,7,69
37,4,8,69
37,3,6,69
38,4,9,69
39,11,1,69
44,11,9,69
52,7,2,69
53,1,8,69
55,6,8,69
60,9,2,69
78,15,11,69
82,14,11,69
82,14,8,69
83,9,4,69
87,2,7,69
88,3,11,69
89,4,4,69
90,2,11,69
100,8,10,69
104,5,3,69
119,11,3,69
119,4,10,69
121,12,14,69
125,7,1,69
131,7,9,69
140,10,11,69
140,13,10,69
141,4,13,69
149,7,11,69
152,14,8,69
167,9,14,69
167,7,13,69
169,12,9,69
179,12,1,69
187,12,13,69
194,4,9,69
195,10,6,69
198,4,10,69
9,2,9,70
12,5,3,70
15,4,12,70
20,10,10,70
22,10,13,70
24,13,8,70
24,3,10,70
26,15,11,70
26,6,15,70
27,8,14,70
27,15,9,70
31,3,15,70
33,9,13,70
44,4,12,70
48,4,14,70
52,11,6,70
56,1,2,70
63,11,13,70
65,6,4,70
71,11,4,70
104,13,12,70
106,5,3,70
108,13,2,70
116,5,13,70
124,2,4,70
127,9,6,70
129,15,14,70
136,7,1,70
136,11,2,70
138,5,5,70
141,13,7,70
143,13,10,70
146,8,10,70
147,13,10,70
151,4,1,70
155,12,7,70
156,15,5,70
158,14,7,70
162,8,5,70
172,14,13,70
175,3,7,70
188,1,12,70
193,7,9,70
197,8,4,70
199,1,15,70
200,2,3,70
1,4,1,71
6,11,7,71
9,10,2,71
16,12,13,71
17,9,3,71
19,1,6,71
20,10,5,71
26,12,7,71
26,15,2,71
27,2,8,71
28,9,11,71
29,10,6,71
34,11,2,71
44,4,10,71
50,10,14,71
50,10,8,71
53,8,1,71
60,10,2,71
64,2,13,71
65,15,15,71
71,3,2,71
72,4,10,71
72,13,14,71
72,4,1,71
75,7,3,71
75,13,10,71
75,3,13,71
76,13,15,71
79,11,11,71
80,11,9,71
85,5,3,71
85,14,14,71
88,5,14,71
89,13,3,71
90,3,9,71
